sessionID	subjectID	testID	trialID	itemID	type	polarity	response	RT	respKey	responseData	trialData	version	timestamp	source
52	20SLK	PID5BF34	84	PID5BF01	negaffect	1	3	3637	3	trifft genau zu	Ich reagiere viel emotionaler als fast alle anderen Menschen.,trifft überhaupt nicht zu,trifft eher nicht zu,trifft eher zu,trifft genau zu	1.0	0:53:27	37.4.230.45
52	20SLK	PID5BF34	85	PID5BF02	antagonism	1	0	2885	0	trifft überhaupt nicht zu	Ich bin gut darin, Leute reinzulegen.,trifft überhaupt nicht zu,trifft eher nicht zu,trifft eher zu,trifft genau zu	1.0	0:53:31	37.4.230.45
52	20SLK	PID5BF34	86	PID5BF03	disinhibition	1	0	3904	0	trifft überhaupt nicht zu	Ich gehe oft ziemlich nachlässig mit meinen Sachen und denen anderer um.,trifft überhaupt nicht zu,trifft eher nicht zu,trifft eher zu,trifft genau zu	1.0	0:53:35	37.4.230.45
52	20SLK	PID5BF34	87	PID5BF04	detachment	1	2	2086	2	trifft eher zu	Ich halte Abstand zu Menschen.,trifft überhaupt nicht zu,trifft eher nicht zu,trifft eher zu,trifft genau zu	1.0	0:53:39	37.4.230.45
52	20SLK	PID5BF34	88	PID5BF05	psychoticism	1	2	3170	2	trifft eher zu	Ich sehe zwischen den Dingen oft ungewöhnliche Zusammenhänge, die anderen Menschen entgehen.,trifft überhaupt nicht zu,trifft eher nicht zu,trifft eher zu,trifft genau zu	1.0	0:53:41	37.4.230.45
52	20SLK	PID5BF34	89	PID5BF06	anancasm	1	1	3170	1	trifft eher nicht zu	Ich gehe Dinge immer auf die gleiche Weise an, auch wenn es so nicht funktioniert.,trifft überhaupt nicht zu,trifft eher nicht zu,trifft eher zu,trifft genau zu	1.0	0:53:45	37.4.230.45
52	20SLK	PID5BF34	90	PID5BF07	negaffect	1	3	2456	3	trifft genau zu	Ich mache mir ständig über irgendetwas Sorgen.,trifft überhaupt nicht zu,trifft eher nicht zu,trifft eher zu,trifft genau zu	1.0	0:53:48	37.4.230.45
52	20SLK	PID5BF34	91	PID5BF08	antagonism	1	0	3114	0	trifft überhaupt nicht zu	Manchmal muss man vor anderen übertreiben, um weiterzukommen.,trifft überhaupt nicht zu,trifft eher nicht zu,trifft eher zu,trifft genau zu	1.0	0:53:51	37.4.230.45
52	20SLK	PID5BF34	92	PID5BF09	disinhibition	1	0	2576	0	trifft überhaupt nicht zu	Es kommt mir vor, als würde ich völlig impulsiv handeln.,trifft überhaupt nicht zu,trifft eher nicht zu,trifft eher zu,trifft genau zu	1.0	0:53:54	37.4.230.45
52	20SLK	PID5BF34	93	PID5BF10	detachment	1	1	2964	1	trifft eher nicht zu	Nichts scheint mich wirklich zu interessieren.,trifft überhaupt nicht zu,trifft eher nicht zu,trifft eher zu,trifft genau zu	1.0	0:53:57	37.4.230.45
52	20SLK	PID5BF34	94	PID5BF11	psychoticism	1	0	3009	0	trifft überhaupt nicht zu	Man hat mir gesagt, dass meine Art zu denken wirklich seltsam ist.,trifft überhaupt nicht zu,trifft eher nicht zu,trifft eher zu,trifft genau zu	1.0	0:54:0	37.4.230.45
52	20SLK	PID5BF34	95	PID5BF12	anancasm	1	0	3092	0	trifft überhaupt nicht zu	Auch wenn es andere zum Wahnsinn treibt, bestehe ich darauf, alles perfekt zu machen.,trifft überhaupt nicht zu,trifft eher nicht zu,trifft eher zu,trifft genau zu	1.0	0:54:4	37.4.230.45
52	20SLK	PID5BF34	96	PID5BF13	negaffect	1	3	2953	3	trifft genau zu	Ich mache mir viele Sorgen darüber, allein zu sein.,trifft überhaupt nicht zu,trifft eher nicht zu,trifft eher zu,trifft genau zu	1.0	0:54:7	37.4.230.45
52	20SLK	PID5BF34	97	PID5BF14	antagonism	1	1	3905	1	trifft eher nicht zu	Es steht mir zu, besonders behandelt zu werden.,trifft überhaupt nicht zu,trifft eher nicht zu,trifft eher zu,trifft genau zu	1.0	0:54:10	37.4.230.45
52	20SLK	PID5BF34	98	PID5BF15	disinhibition	1	3	2972	3	trifft genau zu	Ich verliere in Gesprächen den Faden, weil mich andere Dinge ablenken.,trifft überhaupt nicht zu,trifft eher nicht zu,trifft eher zu,trifft genau zu	1.0	0:54:15	37.4.230.45
52	20SLK	PID5BF34	99	PID5BF16	detachment	1	1	4226	1	trifft eher nicht zu	Ich halte romantische Gefühle lieber aus meinem Leben heraus.,trifft überhaupt nicht zu,trifft eher nicht zu,trifft eher zu,trifft genau zu	1.0	0:54:18	37.4.230.45
52	20SLK	PID5BF34	100	PID5BF17	psychoticism	1	0	3610	0	trifft überhaupt nicht zu	Es ist komisch, aber manchmal kommen mir alltägliche Gegenstände anders vor als sonst.,trifft überhaupt nicht zu,trifft eher nicht zu,trifft eher zu,trifft genau zu	1.0	0:54:22	37.4.230.45
52	20SLK	PID5BF34	101	PID5BF18	anancasm	1	1	3178	1	trifft eher nicht zu	Ich halte an einer bestimmten Herangehensweise fest, auch wenn klar ist, dass es so nicht funktionieren wird.,trifft überhaupt nicht zu,trifft eher nicht zu,trifft eher zu,trifft genau zu	1.0	0:54:26	37.4.230.45
52	20SLK	PID5BF34	102	PID5BF19	negaffect	1	2	2456	2	trifft eher zu	Ich werde schnell emotional, oft aus geringstem Anlass.,trifft überhaupt nicht zu,trifft eher nicht zu,trifft eher zu,trifft genau zu	1.0	0:54:30	37.4.230.45
52	20SLK	PID5BF34	103	PID5BF20	antagonism	1	0	2672	0	trifft überhaupt nicht zu	Es fällt mir leicht, andere auszunutzen.,trifft überhaupt nicht zu,trifft eher nicht zu,trifft eher zu,trifft genau zu	1.0	0:54:33	37.4.230.45
52	20SLK	PID5BF34	104	PID5BF21	disinhibition	1	0	1876	0	trifft überhaupt nicht zu	Ich vergesse oft, meine Rechnungen zu bezahlen.,trifft überhaupt nicht zu,trifft eher nicht zu,trifft eher zu,trifft genau zu	1.0	0:54:36	37.4.230.45
52	20SLK	PID5BF34	105	PID5BF22	detachment	1	0	2758	0	trifft überhaupt nicht zu	Ich mag es nicht, Zeit mit anderen zu verbringen.,trifft überhaupt nicht zu,trifft eher nicht zu,trifft eher zu,trifft genau zu	1.0	0:54:38	37.4.230.45
52	20SLK	PID5BF34	106	PID5BF23	psychoticism	1	1	2591	1	trifft eher nicht zu	Ich hatte einige wirklich seltsame Erlebnisse, die sehr schwer zu erklären sind.,trifft überhaupt nicht zu,trifft eher nicht zu,trifft eher zu,trifft genau zu	1.0	0:54:41	37.4.230.45
52	20SLK	PID5BF34	107	PID5BF24	anancasm	1	1	4640	1	trifft eher nicht zu	Ich versuche Dinge weiter zu perfektionieren, auch wenn ich sie wahrscheinlich schon so gut wie möglich hinbekommen habe.,trifft überhaupt nicht zu,trifft eher nicht zu,trifft eher zu,trifft genau zu	1.0	0:54:44	37.4.230.45
52	20SLK	PID5BF34	108	PID5BF25	negaffect	1	2	2156	2	trifft eher zu	Ich mache mir über fast alles Sorgen.,trifft überhaupt nicht zu,trifft eher nicht zu,trifft eher zu,trifft genau zu	1.0	0:54:49	37.4.230.45
52	20SLK	PID5BF34	109	PID5BF26	antagonism	1	0	2773	0	trifft überhaupt nicht zu	Ich biege mir die Wahrheit zurecht, wenn es zu meinem Vorteil ist.,trifft überhaupt nicht zu,trifft eher nicht zu,trifft eher zu,trifft genau zu	1.0	0:54:51	37.4.230.45
52	20SLK	PID5BF34	110	PID5BF27	disinhibition	1	1	3415	1	trifft eher nicht zu	Obwohl ich es eigentlich besser weiß, treffe ich immer wieder überstürzte Entscheidungen.,trifft überhaupt nicht zu,trifft eher nicht zu,trifft eher zu,trifft genau zu	1.0	0:54:54	37.4.230.45
52	20SLK	PID5BF34	111	PID5BF28	detachment	1	1	3057	1	trifft eher nicht zu	Ich bin selten von irgendetwas begeistert.,trifft überhaupt nicht zu,trifft eher nicht zu,trifft eher zu,trifft genau zu	1.0	0:54:58	37.4.230.45
52	20SLK	PID5BF34	112	PID5BF29	psychoticism	1	0	2897	0	trifft überhaupt nicht zu	Ich habe mehrere Angewohnheiten, die andere exzentrisch oder seltsam finden.,trifft überhaupt nicht zu,trifft eher nicht zu,trifft eher zu,trifft genau zu	1.0	0:55:1	37.4.230.45
52	20SLK	PID5BF34	113	PID5BF30	negaffect	1	0	3209	0	trifft überhaupt nicht zu	Ich ertrage es nicht, allein gelassen zu werden – nicht mal für ein paar Stunden.,trifft überhaupt nicht zu,trifft eher nicht zu,trifft eher zu,trifft genau zu	1.0	0:55:4	37.4.230.45
52	20SLK	PID5BF34	114	PID5BF31	antagonism	1	0	3736	0	trifft überhaupt nicht zu	Ich muss mich oft mit Leuten beschäftigen, die weniger wichtig sind als ich.,trifft überhaupt nicht zu,trifft eher nicht zu,trifft eher zu,trifft genau zu	1.0	0:55:8	37.4.230.45
52	20SLK	PID5BF34	115	PID5BF32	disinhibition	1	2	2674	2	trifft eher zu	Ich lasse mich leicht ablenken.,trifft überhaupt nicht zu,trifft eher nicht zu,trifft eher zu,trifft genau zu	1.0	0:55:12	37.4.230.45
52	20SLK	PID5BF34	116	PID5BF33	detachment	1	1	2201	1	trifft eher nicht zu	Ich beende Beziehungen, wenn sie enger werden.,trifft überhaupt nicht zu,trifft eher nicht zu,trifft eher zu,trifft genau zu	1.0	0:55:15	37.4.230.45
52	20SLK	PID5BF34	117	PID5BF34	psychoticism	1	0	4510	0	trifft überhaupt nicht zu	Wenn ich einen vertrauten Gegenstand anschaue, ist es manchmal so, als würde ich ihn zum ersten Mal sehen.,trifft überhaupt nicht zu,trifft eher nicht zu,trifft eher zu,trifft genau zu	1.0	0:55:17	37.4.230.45
52	20SLK	SD4	118	SD401	Mach	1	4	5258	3	4	Es ist nicht ratsam, seine Geheimnisse preiszugeben.,1 (stimme überhaupt nicht zu),2,3,4,5 (stimme voll zu)	1.0	0:55:26	37.4.230.45
52	20SLK	SD4	119	SD402	Mach	1	1	3378	0	1 (stimme überhaupt nicht zu)	Man muss die wichtigen Personen auf seine Seite ziehen, koste es, was es wolle.,1 (stimme überhaupt nicht zu),2,3,4,5 (stimme voll zu)	1.0	0:55:32	37.4.230.45
52	20SLK	SD4	120	SD403	Mach	1	1	6435	0	1 (stimme überhaupt nicht zu)	Vermeide direkte Konflikte mit Anderen, denn sie könnten in der Zukunft von Nutzen sein.,1 (stimme überhaupt nicht zu),2,3,4,5 (stimme voll zu)	1.0	0:55:35	37.4.230.45
52	20SLK	SD4	121	SD404	Mach	1	1	3197	0	1 (stimme überhaupt nicht zu)	Verhalte dich unauffällig, wenn du deinen Willen durchsetzen willst.,1 (stimme überhaupt nicht zu),2,3,4,5 (stimme voll zu)	1.0	0:55:42	37.4.230.45
52	20SLK	SD4	122	SD405	Mach	1	2	3398	1	2	Die Situation zu manipulieren, erfordert Planung.,1 (stimme überhaupt nicht zu),2,3,4,5 (stimme voll zu)	1.0	0:55:45	37.4.230.45
52	20SLK	SD4	123	SD406	Mach	1	1	2488	0	1 (stimme überhaupt nicht zu)	Schmeicheln ist ein gutes Mittel, um Leute auf deine Seite zu ziehen.,1 (stimme überhaupt nicht zu),2,3,4,5 (stimme voll zu)	1.0	0:55:49	37.4.230.45
52	20SLK	SD4	124	SD407	Mach	1	2	23522	1	2	Ich liebe es, wenn ein kniffliger Plan gelingt.,1 (stimme überhaupt nicht zu),2,3,4,5 (stimme voll zu)	1.0	0:55:52	37.4.230.45
52	20SLK	SD4	125	SD408	Narc	1	2	3452	1	2	Andere sehen mich als geborene Führungsperson.,1 (stimme überhaupt nicht zu),2,3,4,5 (stimme voll zu)	1.0	0:56:16	37.4.230.45
52	20SLK	SD4	126	SD409	Narc	1	3	3697	2	3	Ich habe eine einzigartige Begabung, andere zu überzeugen.,1 (stimme überhaupt nicht zu),2,3,4,5 (stimme voll zu)	1.0	0:56:20	37.4.230.45
52	20SLK	SD4	127	SD410	Narc	1	2	2888	1	2	Gruppenaktivitäten sind ohne mich eher langweilig.,1 (stimme überhaupt nicht zu),2,3,4,5 (stimme voll zu)	1.0	0:56:24	37.4.230.45
52	20SLK	SD4	128	SD411	Narc	1	2	8324	1	2	Ich weiß, dass ich etwas Besonderes bin, da mir andere das immer wieder sagen.,1 (stimme überhaupt nicht zu),2,3,4,5 (stimme voll zu)	1.0	0:56:27	37.4.230.45
52	20SLK	SD4	129	SD412	Narc	1	2	2613	1	2	Ich habe einige außergewöhnliche Qualitäten.,1 (stimme überhaupt nicht zu),2,3,4,5 (stimme voll zu)	1.0	0:56:35	37.4.230.45
52	20SLK	SD4	130	SD413	Narc	1	1	2818	0	1 (stimme überhaupt nicht zu)	Ich werde in der Zukunft wahrscheinlich ein Star in einem bestimmten Bereich sein.,1 (stimme überhaupt nicht zu),2,3,4,5 (stimme voll zu)	1.0	0:56:38	37.4.230.45
52	20SLK	SD4	131	SD414	Narc	1	1	2661	0	1 (stimme überhaupt nicht zu)	Ich mag es, hin und wieder anzugeben.,1 (stimme überhaupt nicht zu),2,3,4,5 (stimme voll zu)	1.0	0:56:41	37.4.230.45
52	20SLK	SD4	132	SD415	Psyc	1	1	2314	0	1 (stimme überhaupt nicht zu)	Menschen sagen oft, dass ich außer Kontrolle bin.,1 (stimme überhaupt nicht zu),2,3,4,5 (stimme voll zu)	1.0	0:56:44	37.4.230.45
52	20SLK	SD4	133	SD416	Psyc	1	1	2356	0	1 (stimme überhaupt nicht zu)	Ich neige dazu, gegen Autoritäten und deren Regeln zu kämpfen.,1 (stimme überhaupt nicht zu),2,3,4,5 (stimme voll zu)	1.0	0:56:47	37.4.230.45
52	20SLK	SD4	134	SD417	Psyc	1	1	3049	0	1 (stimme überhaupt nicht zu)	Ich war in mehr Auseinandersetzungen verwickelt als die meisten Menschen meines Alters und Geschlechts.,1 (stimme überhaupt nicht zu),2,3,4,5 (stimme voll zu)	1.0	0:56:50	37.4.230.45
52	20SLK	SD4	135	SD418	Psyc	1	1	3471	0	1 (stimme überhaupt nicht zu)	Ich neige dazu, mich kopfüber in etwas zu stürzen ohne Fragen zu stellen.,1 (stimme überhaupt nicht zu),2,3,4,5 (stimme voll zu)	1.0	0:56:53	37.4.230.45
52	20SLK	SD4	136	SD419	Psyc	1	1	1814	0	1 (stimme überhaupt nicht zu)	Ich hatte schon Schwierigkeiten mit dem Gesetz.,1 (stimme überhaupt nicht zu),2,3,4,5 (stimme voll zu)	1.0	0:56:57	37.4.230.45
52	20SLK	SD4	137	SD420	Psyc	1	1	1812	0	1 (stimme überhaupt nicht zu)	Ich gerate manchmal in gefährliche Situationen.,1 (stimme überhaupt nicht zu),2,3,4,5 (stimme voll zu)	1.0	0:56:59	37.4.230.45
52	20SLK	SD4	138	SD421	Psyc	1	1	4431	0	1 (stimme überhaupt nicht zu)	Leute, die sich mit mir anlegen, bereuen es immer,1 (stimme überhaupt nicht zu),2,3,4,5 (stimme voll zu)	1.0	0:57:1	37.4.230.45
52	20SLK	SD4	139	SD422	Sad	1	2	3899	1	2	Bei einem Faustkampf zuzuschauen begeistert mich.,1 (stimme überhaupt nicht zu),2,3,4,5 (stimme voll zu)	1.0	0:57:6	37.4.230.45
52	20SLK	SD4	140	SD423	Sad	1	3	2250	2	3	Ich genieße gewalttätige Filme und Computerspiele.,1 (stimme überhaupt nicht zu),2,3,4,5 (stimme voll zu)	1.0	0:57:10	37.4.230.45
52	20SLK	SD4	141	SD424	Sad	1	2	2353	1	2	Es ist witzig, wenn Idioten auf die Nase fallen.,1 (stimme überhaupt nicht zu),2,3,4,5 (stimme voll zu)	1.0	0:57:13	37.4.230.45
52	20SLK	SD4	142	SD425	Sad	1	1	2569	0	1 (stimme überhaupt nicht zu)	Ich genieße es, bei gewalttätigem Sport zuzuschauen.,1 (stimme überhaupt nicht zu),2,3,4,5 (stimme voll zu)	1.0	0:57:15	37.4.230.45
52	20SLK	SD4	143	SD426	Sad	1	2	3084	1	2	Manche Menschen verdienen es zu leiden.,1 (stimme überhaupt nicht zu),2,3,4,5 (stimme voll zu)	1.0	0:57:18	37.4.230.45
52	20SLK	SD4	144	SD427	Sad	1	1	3368	0	1 (stimme überhaupt nicht zu)	Rein zum Vergnügen habe ich schonmal gemeine Dinge in sozialen Medien gesagt.,1 (stimme überhaupt nicht zu),2,3,4,5 (stimme voll zu)	1.0	0:57:21	37.4.230.45
52	20SLK	SD4	145	SD428	Sad	1	1	5684	0	1 (stimme überhaupt nicht zu)	Ich weiß, wie ich jemanden allein mit Worten verletzen kann.,1 (stimme überhaupt nicht zu),2,3,4,5 (stimme voll zu)	1.0	0:57:25	37.4.230.45
52	20SLK	Ukraine	146	weltgeschehen1	worldevents	-1	0	3238	1	Nein	Fühlen Sie sich von der aktuellen Situation in der Ukraine bedroht?,Ja,Nein,Möchte nicht antworten	2.0	0:57:33	37.4.230.45
52	20SLK	Ukraine	147	weltgeschehen2	worldevents	-1	0	1758	1	Nein	Sind Sie oder eine nahestehende Person betroffen?,Ja,Nein,Möchte nicht antworten	2.0	0:57:36	37.4.230.45
52	20SLK	Ukraine	148	weltgeschehen3	worldevents	-1	0	2798	1	Nein	Fühlen Sie sich vom Klimawandel bedroht?,Ja,Nein,Möchte nicht antworten	2.0	0:57:39	37.4.230.45
52	20SLK	Ukraine	149	weltgeschehen4	worldevents	-1	0	1423	1	Nein	Sind Sie oder eine nahestehende Person betroffen?,Ja,Nein,Möchte nicht antworten	2.0	0:57:42	37.4.230.45
52	20SLK	Ukraine	150	weltgeschehen5	worldevents	-1	0	1775	1	Nein	Fühlen Sie sich von der Corona-Pandemie bedroht?,Ja,Nein,Möchte nicht antworten	2.0	0:57:43	37.4.230.45
52	20SLK	Ukraine	151	weltgeschehen6	worldevents	-1	0	1240	1	Nein	Sind Sie oder eine nahestehende Person aktuell betroffen?,Ja,Nein,Möchte nicht antworten	2.0	0:57:45	37.4.230.45
54	17AAA	LOGON	0			0		0					10.6.2022 2:9 GMT+0200	83.175.70.74
55	17HKS	LOGON	0			0		0					10.6.2022 2:29 GMT+0200	84.115.224.157
56	02LGH	LOGON	0			0		0					10.6.2022 7:18 GMT+0200	81.189.241.125
56	02LGH	SST_DarkPersonality_V1	2	H1B21	HUPNS	0	POS	3676	6	pos:6,neg:1	verletzen,Tim,möchte,Menschen,andere,unterstützen,block:1	1.0	7:20:42	81.189.241.125
56	02LGH	SST_DarkPersonality_V1	3	H2A02	HUPNS	0	POS	5679	1	pos:1,neg:6	lobenswert,findet,Hilfsorganisationen,Tim,heutzutage,sinnlos,block:1	1.0	7:20:46	81.189.241.125
56	02LGH	SST_DarkPersonality_V1	4	JC10A19	JUPNS	0	POS	7000	3	pos:3,neg:1	blödsinnig,für,bewundernswert,Charities,spenden,ist,block:1	1.0	7:20:52	81.189.241.125
56	02LGH	SST_DarkPersonality_V1	5	JA7B14	JUPNS	0	NEG	7101	2	pos:6,neg:2	anderen,einfältig,zu,folgen,ist,intelligent,block:1	1.0	7:20:59	81.189.241.125
56	02LGH	SST_DarkPersonality_V1	6	JC1A01	JUPNS	0	NEG	5897	6	pos:1,neg:6	verstehen,man,kann,Menschen,leicht,manipulieren,block:1	1.0	7:21:7	81.189.241.125
56	02LGH	SST_DarkPersonality_V1	7	H2B23	HUPNO	0	MISS	0	0	pos:6,neg:1	hilfreich,Anerkennung,Unverdientes,für,ist,falsch,block:1	1.0	7:21:13	81.189.241.125
56	02LGH	SST_DarkPersonality_V1	8	JC1A21	JUPNS	0	POS	5111	1	pos:1,neg:6	großzügig,an,Hilfsorganisationen,spenden,ist,blauäugig,block:1	1.0	7:21:21	81.189.241.125
56	02LGH	SST_DarkPersonality_V1	9	H3A04	HUPNO	0	POS	3659	5	pos:5,neg:6	Raub,als,Einkommensquelle,ist,ungerecht,klug,block:1	1.0	7:21:26	81.189.241.125
56	02LGH	SST_DarkPersonality_V1	10	N30_V2_7PN	N	-1	NEU	6248	2	pos:2,neg:6	bin,draußen,immer,ich,fast,unterwegs	1.0	7:21:30	81.189.241.125
56	02LGH	SST_DarkPersonality_V1	11	H3B05	HUPNS	0	POS	4945	6	pos:6,neg:5	Freund,Tim,wird,seinen,ausnutzen,bestärken,block:1	1.0	7:21:37	81.189.241.125
56	02LGH	SST_DarkPersonality_V1	12	H7A12	HUPNS	0	NEG	6498	6	pos:2,neg:6	absichtlich,gestreichelt,wird,Hund,der,getreten,block:1	1.0	7:21:42	81.189.241.125
56	02LGH	SST_DarkPersonality_V1	13	JT9A17	JUPNO	0	MISS	0	0	pos:6,neg:4	ethische,Grenzen,sind,Erfindung,eine,Notwendigkeit,block:1	1.0	7:21:49	81.189.241.125
56	02LGH	SST_DarkPersonality_V1	14	H9A16	HUPNS	0	NEG	4867	4	pos:6,neg:4	im,sieht,Fernsehen,Boxkämpfe,Tim,Tennis,block:1	1.0	7:21:57	81.189.241.125
56	02LGH	SST_DarkPersonality_V1	15	JC10B20	JUPNS	0	NEG	5056	3	pos:1,neg:3	andere,Menschen,sich,meistens,achten,auf,block:1	1.0	7:22:2	81.189.241.125
56	02LGH	SST_DarkPersonality_V1	16	JT5A09	JUPNO	0	MISS	0	0	pos:2,neg:4	ist,unentbehrlich,Moral,überflüssig,in,Notzeiten,block:1	1.0	7:22:8	81.189.241.125
56	02LGH	SST_DarkPersonality_V1	17	N1r_V2_2PN	N	-1	NEU	4560	1	pos:1,neg:6	gehört,habe,ich,es,mehrmals,gesehen	1.0	7:22:16	81.189.241.125
56	02LGH	SST_DarkPersonality_V1	18	JM4B08	JUPNO	0	ERROR	4577	6	pos:2,neg:1	individuell,universal,moralische,sind,meistens,Standards,block:1	1.0	7:22:21	81.189.241.125
56	02LGH	SST_DarkPersonality_V1	19	JS6A11	JUPNS	0	POS	7083	3	pos:3,neg:5	die,sind,beschäftigt,meisten,Versager,sowieso,block:1	1.0	7:22:25	81.189.241.125
56	02LGH	SST_DarkPersonality_V1	20	H10B19	HUPNS	0	POS	5312	1	pos:1,neg:3	böse,von,schlau,anderen,profitieren,ist,block:1	1.0	7:22:33	81.189.241.125
56	02LGH	SST_DarkPersonality_V1	21	JT8B16	JUPNO	0	POS	3724	5	pos:5,neg:1	erfunden,Erzählungen,Ehrlichkeit,über,inspirierend,sind,block:1	1.0	7:22:38	81.189.241.125
56	02LGH	SST_DarkPersonality_V1	22	N4r_V2_3PN	N	1	NEU	5578	6	pos:5,neg:6	Kinder,im,die,spielen,Wasser,Sand	1.0	7:22:42	81.189.241.125
56	02LGH	SST_DarkPersonality_V1	23	H8B15	HUPNS	0	POS	5295	5	pos:5,neg:1	lustig,andere,verspotten,zu,unzulänglich,ist,block:1	1.0	7:22:48	81.189.241.125
56	02LGH	SST_DarkPersonality_V1	24	H6A10	HUPNS	0	POS	4309	3	pos:3,neg:5	der,kleine,gelobt,Tim,verhauen,wird,block:1	1.0	7:22:54	81.189.241.125
56	02LGH	SST_DarkPersonality_V1	25	H1B01	HUPNS	0	POS	4326	6	pos:6,neg:1	idiotisch,Dinge,zu,teilen,ist,schön,block:1	1.0	7:22:59	81.189.241.125
56	02LGH	SST_DarkPersonality_V1	26	H6B11	HUPNO	0	POS	6732	5	pos:5,neg:3	im,Sport,spektakulär,Fouls,ungerecht,sind,block:1	1.0	7:23:3	81.189.241.125
56	02LGH	SST_DarkPersonality_V1	27	JM7A13	JUPNO	0	NEG	4559	6	pos:2,neg:6	Entscheidungen,kulturell,über,Moral,sind,persönlich,block:1	1.0	7:23:10	81.189.241.125
56	02LGH	SST_DarkPersonality_V1	28	JS9B18	JUPNS	0	POS	5127	4	pos:4,neg:6	Menschen,schwache,sind,gemein,weniger,wert,block:1	1.0	7:23:15	81.189.241.125
56	02LGH	SST_DarkPersonality_V1	29	N6_V2_4PN	N	-1	NEU	6580	1	pos:1,neg:2	Motorrad ,Fahrrad,fahre,dem,mit,ich	1.0	7:23:20	81.189.241.125
56	02LGH	SST_DarkPersonality_V1	30	H7B13	HUPNS	0	POS	3590	6	pos:6,neg:2	langsam,gequält,wird,Tier,das,gefüttert,block:1	1.0	7:23:27	81.189.241.125
56	02LGH	SST_DarkPersonality_V1	31	H2B03	HUPNS	0	POS	5277	6	pos:6,neg:1	herablassend,Tim,behandelt,andere,immer,freundlich,block:1	1.0	7:23:31	81.189.241.125
56	02LGH	SST_DarkPersonality_V1	32	JS1B02	JUPNS	0	MISS	0	0	pos:6,neg:1	ausbeuten,schwächere,kann,Menschen,man,ermutigen,block:1	1.0	7:23:37	81.189.241.125
56	02LGH	SST_DarkPersonality_V1	33	H5B09	HUPNS	0	ERROR	6049	1	pos:4,neg:2	anvertraute,einsetzen,Geheimnisse,behüten,kann,man,block:1	1.0	7:23:45	81.189.241.125
56	02LGH	SST_DarkPersonality_V1	34	H9B17	HUPNS	0	POS	3791	4	pos:4,neg:6	für,spenden,Waisen,wichtig,ist,nutzlos,block:1	1.0	7:23:51	81.189.241.125
56	02LGH	SST_DarkPersonality_V1	35	H1A20	HUPNS	0	NEG	5896	6	pos:1,neg:6	trösten,Tim,wird,Menschen,notleidende,ignorieren,block:1	1.0	7:23:55	81.189.241.125
56	02LGH	SST_DarkPersonality_V1	36	H8A14	HUPNS	0	POS	5228	1	pos:1,neg:5	ekelhaft,über,Scherze,andere,spaßig,sind,block:1	1.0	7:24:2	81.189.241.125
56	02LGH	SST_DarkPersonality_V1	37	H10A18	HUPNS	0	MISS	0	0	pos:3,neg:1	aufregend,andere,beunruhigend,zu,verletzen,ist,block:1	1.0	7:24:7	81.189.241.125
56	02LGH	SST_DarkPersonality_V1	38	JS6B12	JUPNS	0	ERROR	7002	6	pos:5,neg:3	einige,Gruppen,überlegen,anderen,ebenbürtig,sind,block:1	1.0	7:24:15	81.189.241.125
56	02LGH	SST_DarkPersonality_V1	39	H4B07	HUPNS	0	MISS	0	0	pos:2,neg:1	geprügelt,getröstet,der,kleine,wird,Tim,block:1	1.0	7:24:23	81.189.241.125
56	02LGH	SST_DarkPersonality_V1	40	JN2A03	JUPNS	0	POS	5046	1	pos:1,neg:6	nutzen,Anführer,Macht,sollen,ihre,auskosten,block:1	1.0	7:24:31	81.189.241.125
56	02LGH	SST_DarkPersonality_V1	41	JS5B10	JUPNS	0	POS	4276	4	pos:4,neg:2	die,Verachtung,Menschen,Respekt,meisten,verdienen,block:1	1.0	7:24:36	81.189.241.125
56	02LGH	SST_DarkPersonality_V1	42	JM4A07	JUPNO	0	MISS	0	0	pos:1,neg:2	erforderlich,hinderlich,bestehende,sind,oft,Vorschriften,block:1	1.0	7:24:41	81.189.241.125
56	02LGH	SST_DarkPersonality_V1	43	H5A08	HUPNS	0	POS	4360	2	pos:2,neg:4	wurde,geküsst,Tim,geschlagen,bereits,mehrmals,block:1	1.0	7:24:49	81.189.241.125
56	02LGH	SST_DarkPersonality_V1	44	JC8A15	JUPNS	0	POS	4426	1	pos:1,neg:5	nett,anderen,helfen,zu,dumm,ist,block:1	1.0	7:24:53	81.189.241.125
56	02LGH	SST_DarkPersonality_V1	45	JM3B06	JUPNS	0	NEG	4945	5	pos:6,neg:5	schädigen,andere,zu,ist,unvermeidlich,verboten,block:1	1.0	7:24:58	81.189.241.125
56	02LGH	SST_DarkPersonality_V1	46	JS3A05	JUPNS	0	NEG	6933	6	pos:5,neg:6	andere,der,Stärkere,kann,aufheitern,schikanieren,block:1	1.0	7:25:3	81.189.241.125
56	02LGH	SST_DarkPersonality_V1	47	H2A22	HUPNS	0	POS	5881	1	pos:1,neg:6	lachen,andere,Menschen,sollen,oft,leiden,block:1	1.0	7:25:11	81.189.241.125
56	02LGH	SST_DarkPersonality_V1	48	JC2B04	JUPNO	0	MISS	0	0	pos:6,neg:1	gesichert,wird,Macht,am,besten,aufgeteilt,block:1	1.0	7:25:17	81.189.241.125
56	02LGH	SST_DarkPersonality_V1	49	N10_V2_8PN	N	-1	NEU	6520	5	pos:1,neg:5	Frühling ,im,Geburtstag,mein,Sommer,ist	1.0	7:25:25	81.189.241.125
